NamaProduk,NamaWilayah,Tanggal,Jumlah,TotalPenjualan,Negara
Coffee Maker,Kota Kinabalu,7/4/2023,1,83300,Malaysia
Coffee Maker,Kota Kinabalu,7/4/2023,1,83300,Malaysia
Microwave Oven,Semarang,4/12/2024,5,368870,Indonesia
Microwave Oven,Semarang,4/12/2024,5,368870,Indonesia
Microwave Oven,Semarang,4/12/2024,5,368870,Indonesia
Microwave Oven,Semarang,4/12/2024,5,368870,Indonesia
Microwave Oven,Semarang,4/12/2024,5,368870,Indonesia
Blender,Semarang,5/29/2023,20,867780,Indonesia
Blender,Semarang,5/29/2023,20,867780,Indonesia
Blender,Semarang,5/29/2023,20,867780,Indonesia
Blender,Semarang,5/29/2023,20,867780,Indonesia
Blender,Semarang,5/29/2023,20,867780,Indonesia
Chair,George Town,4/25/2024,8,619976,Malaysia
Chair,George Town,4/25/2024,8,619976,Malaysia
Chair,George Town,4/25/2024,8,619976,Malaysia
Chair,George Town,4/25/2024,8,619976,Malaysia
Blender,West Region,1/15/2024,14,207886,Singapura
Blender,West Region,1/15/2024,14,207886,Singapura
Blender,West Region,1/15/2024,14,207886,Singapura
Blender,West Region,1/15/2024,14,207886,Singapura
Blender,West Region,1/15/2024,14,207886,Singapura
Blender,West Region,1/15/2024,14,207886,Singapura
Blender,West Region,1/15/2024,14,207886,Singapura
Blender,West Region,1/15/2024,14,207886,Singapura
Washing Machine,Denpasar,9/20/2023,4,77680,Indonesia
Washing Machine,Denpasar,9/20/2023,4,77680,Indonesia
Washing Machine,Denpasar,9/20/2023,4,77680,Indonesia
Washing Machine,Denpasar,9/20/2023,4,77680,Indonesia
Washing Machine,Denpasar,9/20/2023,4,77680,Indonesia
Washing Machine,Denpasar,9/20/2023,4,77680,Indonesia
Toaster,Yogyakarta,4/6/2024,4,95416,Indonesia
Toaster,Yogyakarta,4/6/2024,4,95416,Indonesia
Toaster,Yogyakarta,4/6/2024,4,95416,Indonesia
Toaster,Yogyakarta,4/6/2024,4,95416,Indonesia
Washing Machine,Denpasar,9/5/2024,5,397570,Indonesia
Washing Machine,Denpasar,9/5/2024,5,397570,Indonesia
Washing Machine,Denpasar,9/5/2024,5,397570,Indonesia
Washing Machine,Denpasar,9/5/2024,5,397570,Indonesia
Washing Machine,Denpasar,9/5/2024,5,397570,Indonesia
Washing Machine,Denpasar,9/5/2024,5,397570,Indonesia
Curtains,Denpasar,6/2/2024,4,82724,Indonesia
Curtains,Denpasar,6/2/2024,4,82724,Indonesia
Curtains,Denpasar,6/2/2024,4,82724,Indonesia
Curtains,Denpasar,6/2/2024,4,82724,Indonesia
Curtains,Denpasar,6/2/2024,4,82724,Indonesia
Curtains,Denpasar,6/2/2024,4,82724,Indonesia
Dishwasher,Denpasar,9/6/2024,20,899840,Indonesia
Dishwasher,Denpasar,9/6/2024,20,899840,Indonesia
Dishwasher,Denpasar,9/6/2024,20,899840,Indonesia
Dishwasher,Denpasar,9/6/2024,20,899840,Indonesia
Dishwasher,Denpasar,9/6/2024,20,899840,Indonesia
Dishwasher,Denpasar,9/6/2024,20,899840,Indonesia
Sofa,Central Region,8/30/2023,6,524856,Singapura
Sofa,Central Region,8/30/2023,6,524856,Singapura
Sofa,Central Region,8/30/2023,6,524856,Singapura
Sofa,Central Region,8/30/2023,6,524856,Singapura
Sofa,Central Region,8/30/2023,6,524856,Singapura
Sofa,Central Region,8/30/2023,6,524856,Singapura
Fan,Ipoh,5/27/2024,19,287584,Malaysia
Fan,Ipoh,5/27/2024,19,287584,Malaysia
Fan,Ipoh,5/27/2024,19,287584,Malaysia
Fan,Ipoh,5/27/2024,19,287584,Malaysia
Fan,Ipoh,5/27/2024,19,287584,Malaysia
Washing Machine,Kuching,5/15/2023,1,42237,Malaysia
Washing Machine,Kuching,5/15/2023,1,42237,Malaysia
Washing Machine,Kuching,5/15/2023,1,42237,Malaysia
Washing Machine,Kuching,5/15/2023,1,42237,Malaysia
Mixer,Kuala Lumpur,2/25/2024,13,374452,Malaysia
Mixer,Kuala Lumpur,2/25/2024,13,374452,Malaysia
Mixer,Kuala Lumpur,2/25/2024,13,374452,Malaysia
Mixer,Kuala Lumpur,2/25/2024,13,374452,Malaysia
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Dishwasher,North-East Region,8/20/2024,15,558105,Singapura
Curtains,Jakarta,10/22/2023,17,149736,Indonesia
Curtains,Jakarta,10/22/2023,17,149736,Indonesia
Curtains,Jakarta,10/22/2023,17,149736,Indonesia
Curtains,Jakarta,10/22/2023,17,149736,Indonesia
Curtains,Jakarta,10/22/2023,17,149736,Indonesia
Water Dispenser,Balikpapan,12/21/2023,20,361340,Indonesia
Water Dispenser,Balikpapan,12/21/2023,20,361340,Indonesia
Water Dispenser,Balikpapan,12/21/2023,20,361340,Indonesia
Water Dispenser,Balikpapan,12/21/2023,20,361340,Indonesia
Rice Cooker,Jakarta,12/24/2023,20,340400,Indonesia
Rice Cooker,Jakarta,12/24/2023,20,340400,Indonesia
Rice Cooker,Jakarta,12/24/2023,20,340400,Indonesia
Rice Cooker,Jakarta,12/24/2023,20,340400,Indonesia
Rice Cooker,Jakarta,12/24/2023,20,340400,Indonesia
Blender,North-East Region,2/24/2023,20,138880,Singapura
Blender,North-East Region,2/24/2023,20,138880,Singapura
Blender,North-East Region,2/24/2023,20,138880,Singapura
Blender,North-East Region,2/24/2023,20,138880,Singapura
Blender,North-East Region,2/24/2023,20,138880,Singapura
Blender,North-East Region,2/24/2023,20,138880,Singapura
Blender,North-East Region,2/24/2023,20,138880,Singapura
Blender,North-East Region,2/24/2023,20,138880,Singapura
Blender,North-East Region,2/24/2023,20,138880,Singapura
Blender,North-East Region,2/24/2023,20,138880,Singapura
Microwave Oven,Kuching,2/7/2024,4,22152,Malaysia
Microwave Oven,Kuching,2/7/2024,4,22152,Malaysia
Microwave Oven,Kuching,2/7/2024,4,22152,Malaysia
Microwave Oven,Kuching,2/7/2024,4,22152,Malaysia
Dishwasher,Alor Setar,1/18/2024,20,257620,Malaysia
Dishwasher,Alor Setar,1/18/2024,20,257620,Malaysia
Dishwasher,Alor Setar,1/18/2024,20,257620,Malaysia
Refrigerator,West Region,4/3/2023,8,391808,Singapura
Refrigerator,West Region,4/3/2023,8,391808,Singapura
Refrigerator,West Region,4/3/2023,8,391808,Singapura
Refrigerator,West Region,4/3/2023,8,391808,Singapura
Refrigerator,West Region,4/3/2023,8,391808,Singapura
Refrigerator,West Region,4/3/2023,8,391808,Singapura
Refrigerator,West Region,4/3/2023,8,391808,Singapura
Refrigerator,West Region,4/3/2023,8,391808,Singapura
Stove,Surabaya,6/13/2024,8,191296,Indonesia
Water Dispenser,East Region,11/6/2023,17,97053,Singapura
Water Dispenser,East Region,11/6/2023,17,97053,Singapura
Water Dispenser,East Region,11/6/2023,17,97053,Singapura
Water Dispenser,East Region,11/6/2023,17,97053,Singapura
Water Dispenser,East Region,11/6/2023,17,97053,Singapura
Lamp,Medan,9/2/2023,4,187000,Indonesia
Lamp,Medan,9/2/2023,4,187000,Indonesia
Lamp,Medan,9/2/2023,4,187000,Indonesia
Lamp,Medan,9/2/2023,4,187000,Indonesia
Lamp,Medan,9/2/2023,4,187000,Indonesia
Hair Dryer,Kota Kinabalu,10/8/2024,6,141972,Malaysia
Hair Dryer,Kota Kinabalu,10/8/2024,6,141972,Malaysia
Hair Dryer,Kota Kinabalu,10/8/2024,6,141972,Malaysia
Grill,Balikpapan,4/19/2024,15,1271340,Indonesia
Grill,Balikpapan,4/19/2024,15,1271340,Indonesia
Grill,Balikpapan,4/19/2024,15,1271340,Indonesia
Grill,Balikpapan,4/19/2024,15,1271340,Indonesia
Heater,George Town,5/10/2023,6,527826,Malaysia
Heater,George Town,5/10/2023,6,527826,Malaysia
Heater,George Town,5/10/2023,6,527826,Malaysia
Heater,George Town,5/10/2023,6,527826,Malaysia
Coffee Maker,Jakarta,3/26/2023,5,442420,Indonesia
Coffee Maker,Jakarta,3/26/2023,5,442420,Indonesia
Coffee Maker,Jakarta,3/26/2023,5,442420,Indonesia
Coffee Maker,Jakarta,3/26/2023,5,442420,Indonesia
Coffee Maker,Jakarta,3/26/2023,5,442420,Indonesia
Air Purifier,Alor Setar,1/31/2024,20,1905540,Malaysia
Air Purifier,Alor Setar,1/31/2024,20,1905540,Malaysia
Air Purifier,Alor Setar,1/31/2024,20,1905540,Malaysia
Curtains,West Region,3/19/2024,8,465568,Singapura
Curtains,West Region,3/19/2024,8,465568,Singapura
Curtains,West Region,3/19/2024,8,465568,Singapura
Curtains,West Region,3/19/2024,8,465568,Singapura
Curtains,West Region,3/19/2024,8,465568,Singapura
Curtains,West Region,3/19/2024,8,465568,Singapura
Curtains,West Region,3/19/2024,8,465568,Singapura
Curtains,West Region,3/19/2024,8,465568,Singapura
Sofa,Ipoh,7/11/2024,16,655600,Malaysia
Sofa,Ipoh,7/11/2024,16,655600,Malaysia
Sofa,Ipoh,7/11/2024,16,655600,Malaysia
Sofa,Ipoh,7/11/2024,16,655600,Malaysia
Sofa,Ipoh,7/11/2024,16,655600,Malaysia
Carpet,Denpasar,5/7/2024,12,412452,Indonesia
Carpet,Denpasar,5/7/2024,12,412452,Indonesia
Carpet,Denpasar,5/7/2024,12,412452,Indonesia
Carpet,Denpasar,5/7/2024,12,412452,Indonesia
Carpet,Denpasar,5/7/2024,12,412452,Indonesia
Carpet,Denpasar,5/7/2024,12,412452,Indonesia
Curtains,Denpasar,10/17/2024,4,166000,Indonesia
Curtains,Denpasar,10/17/2024,4,166000,Indonesia
Curtains,Denpasar,10/17/2024,4,166000,Indonesia
Curtains,Denpasar,10/17/2024,4,166000,Indonesia
Curtains,Denpasar,10/17/2024,4,166000,Indonesia
Curtains,Denpasar,10/17/2024,4,166000,Indonesia
Washing Machine,North Region,5/16/2023,7,66500,Singapura
Washing Machine,North Region,5/16/2023,7,66500,Singapura
Washing Machine,North Region,5/16/2023,7,66500,Singapura
Washing Machine,North Region,5/16/2023,7,66500,Singapura
Washing Machine,North Region,5/16/2023,7,66500,Singapura
Lamp,Jakarta,10/21/2024,4,253468,Indonesia
Lamp,Jakarta,10/21/2024,4,253468,Indonesia
Lamp,Jakarta,10/21/2024,4,253468,Indonesia
Lamp,Jakarta,10/21/2024,4,253468,Indonesia
Lamp,Jakarta,10/21/2024,4,253468,Indonesia
Chair,Kuching,6/13/2024,1,51879,Malaysia
Chair,Kuching,6/13/2024,1,51879,Malaysia
Chair,Kuching,6/13/2024,1,51879,Malaysia
Chair,Kuching,6/13/2024,1,51879,Malaysia
Electric Kettle,George Town,5/8/2024,16,1119200,Malaysia
Electric Kettle,George Town,5/8/2024,16,1119200,Malaysia
Electric Kettle,George Town,5/8/2024,16,1119200,Malaysia
Electric Kettle,George Town,5/8/2024,16,1119200,Malaysia
Rice Cooker,Medan,6/13/2024,5,93090,Indonesia
Rice Cooker,Medan,6/13/2024,5,93090,Indonesia
Rice Cooker,Medan,6/13/2024,5,93090,Indonesia
Rice Cooker,Medan,6/13/2024,5,93090,Indonesia
Rice Cooker,Medan,6/13/2024,5,93090,Indonesia
Toaster,George Town,7/13/2024,12,1121568,Malaysia
Toaster,George Town,7/13/2024,12,1121568,Malaysia
Toaster,George Town,7/13/2024,12,1121568,Malaysia
Toaster,George Town,7/13/2024,12,1121568,Malaysia
Sofa,Alor Setar,4/29/2023,16,479328,Malaysia
Sofa,Alor Setar,4/29/2023,16,479328,Malaysia
Sofa,Alor Setar,4/29/2023,16,479328,Malaysia
Carpet,Semarang,1/19/2024,3,140028,Indonesia
Carpet,Semarang,1/19/2024,3,140028,Indonesia
Carpet,Semarang,1/19/2024,3,140028,Indonesia
Carpet,Semarang,1/19/2024,3,140028,Indonesia
Carpet,Semarang,1/19/2024,3,140028,Indonesia
Chair,Kuantan,8/10/2023,6,237906,Malaysia
Chair,Kuantan,8/10/2023,6,237906,Malaysia
Chair,Kuantan,8/10/2023,6,237906,Malaysia
Grill,George Town,1/19/2023,7,683312,Malaysia
Grill,George Town,1/19/2023,7,683312,Malaysia
Grill,George Town,1/19/2023,7,683312,Malaysia
Grill,George Town,1/19/2023,7,683312,Malaysia
Washing Machine,Denpasar,1/11/2024,4,264100,Indonesia
Washing Machine,Denpasar,1/11/2024,4,264100,Indonesia
Washing Machine,Denpasar,1/11/2024,4,264100,Indonesia
Washing Machine,Denpasar,1/11/2024,4,264100,Indonesia
Washing Machine,Denpasar,1/11/2024,4,264100,Indonesia
Washing Machine,Denpasar,1/11/2024,4,264100,Indonesia
Hair Dryer,Bandung,7/12/2023,4,285628,Indonesia
Hair Dryer,Bandung,7/12/2023,4,285628,Indonesia
Curtains,West Region,2/19/2023,19,1066983,Singapura
Curtains,West Region,2/19/2023,19,1066983,Singapura
Curtains,West Region,2/19/2023,19,1066983,Singapura
Curtains,West Region,2/19/2023,19,1066983,Singapura
Curtains,West Region,2/19/2023,19,1066983,Singapura
Curtains,West Region,2/19/2023,19,1066983,Singapura
Curtains,West Region,2/19/2023,19,1066983,Singapura
Curtains,West Region,2/19/2023,19,1066983,Singapura
Sofa,North Region,5/14/2024,8,485296,Singapura
Sofa,North Region,5/14/2024,8,485296,Singapura
Sofa,North Region,5/14/2024,8,485296,Singapura
Sofa,North Region,5/14/2024,8,485296,Singapura
Sofa,North Region,5/14/2024,8,485296,Singapura
Hair Dryer,Denpasar,1/19/2023,10,582150,Indonesia
Hair Dryer,Denpasar,1/19/2023,10,582150,Indonesia
Hair Dryer,Denpasar,1/19/2023,10,582150,Indonesia
Hair Dryer,Denpasar,1/19/2023,10,582150,Indonesia
Hair Dryer,Denpasar,1/19/2023,10,582150,Indonesia
Hair Dryer,Denpasar,1/19/2023,10,582150,Indonesia
Stove,North-East Region,8/11/2023,5,410810,Singapura
Stove,North-East Region,8/11/2023,5,410810,Singapura
Stove,North-East Region,8/11/2023,5,410810,Singapura
Stove,North-East Region,8/11/2023,5,410810,Singapura
Stove,North-East Region,8/11/2023,5,410810,Singapura
Stove,North-East Region,8/11/2023,5,410810,Singapura
Stove,North-East Region,8/11/2023,5,410810,Singapura
Stove,North-East Region,8/11/2023,5,410810,Singapura
Stove,North-East Region,8/11/2023,5,410810,Singapura
Stove,North-East Region,8/11/2023,5,410810,Singapura
Heater,North Region,4/28/2024,14,445158,Singapura
Heater,North Region,4/28/2024,14,445158,Singapura
Heater,North Region,4/28/2024,14,445158,Singapura
Heater,North Region,4/28/2024,14,445158,Singapura
Heater,North Region,4/28/2024,14,445158,Singapura
Air Purifier,West Region,8/7/2024,12,883560,Singapura
Air Purifier,West Region,8/7/2024,12,883560,Singapura
Air Purifier,West Region,8/7/2024,12,883560,Singapura
Air Purifier,West Region,8/7/2024,12,883560,Singapura
Air Purifier,West Region,8/7/2024,12,883560,Singapura
Air Purifier,West Region,8/7/2024,12,883560,Singapura
Air Purifier,West Region,8/7/2024,12,883560,Singapura
Air Purifier,West Region,8/7/2024,12,883560,Singapura
Washing Machine,George Town,1/7/2023,8,662384,Malaysia
Washing Machine,George Town,1/7/2023,8,662384,Malaysia
Washing Machine,George Town,1/7/2023,8,662384,Malaysia
Washing Machine,George Town,1/7/2023,8,662384,Malaysia
Blender,North-East Region,12/8/2023,8,234712,Singapura
Blender,North-East Region,12/8/2023,8,234712,Singapura
Blender,North-East Region,12/8/2023,8,234712,Singapura
Blender,North-East Region,12/8/2023,8,234712,Singapura
Blender,North-East Region,12/8/2023,8,234712,Singapura
Blender,North-East Region,12/8/2023,8,234712,Singapura
Blender,North-East Region,12/8/2023,8,234712,Singapura
Blender,North-East Region,12/8/2023,8,234712,Singapura
Blender,North-East Region,12/8/2023,8,234712,Singapura
Blender,North-East Region,12/8/2023,8,234712,Singapura
Lamp,Balikpapan,1/29/2024,6,217374,Indonesia
Lamp,Balikpapan,1/29/2024,6,217374,Indonesia
Lamp,Balikpapan,1/29/2024,6,217374,Indonesia
Lamp,Balikpapan,1/29/2024,6,217374,Indonesia
Coffee Maker,Kuala Lumpur,10/12/2024,14,1000482,Malaysia
Coffee Maker,Kuala Lumpur,10/12/2024,14,1000482,Malaysia
Coffee Maker,Kuala Lumpur,10/12/2024,14,1000482,Malaysia
Coffee Maker,Kuala Lumpur,10/12/2024,14,1000482,Malaysia
Sofa,North Region,8/9/2024,19,413345,Singapura
Sofa,North Region,8/9/2024,19,413345,Singapura
Sofa,North Region,8/9/2024,19,413345,Singapura
Sofa,North Region,8/9/2024,19,413345,Singapura
Sofa,North Region,8/9/2024,19,413345,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Iron,North-East Region,1/1/2024,14,837186,Singapura
Table,Makassar,1/14/2023,16,403200,Indonesia
Table,Makassar,1/14/2023,16,403200,Indonesia
Refrigerator,Johor Bahru,1/22/2024,6,336684,Malaysia
Refrigerator,Johor Bahru,1/22/2024,6,336684,Malaysia
Stove,Yogyakarta,3/6/2023,2,58536,Indonesia
Stove,Yogyakarta,3/6/2023,2,58536,Indonesia
Stove,Yogyakarta,3/6/2023,2,58536,Indonesia
Stove,Yogyakarta,3/6/2023,2,58536,Indonesia
Dishwasher,Ipoh,1/29/2023,19,706933,Malaysia
Dishwasher,Ipoh,1/29/2023,19,706933,Malaysia
Dishwasher,Ipoh,1/29/2023,19,706933,Malaysia
Dishwasher,Ipoh,1/29/2023,19,706933,Malaysia
Dishwasher,Ipoh,1/29/2023,19,706933,Malaysia
Vacuum Cleaner,West Region,10/10/2024,18,442998,Singapura
Vacuum Cleaner,West Region,10/10/2024,18,442998,Singapura
Vacuum Cleaner,West Region,10/10/2024,18,442998,Singapura
Vacuum Cleaner,West Region,10/10/2024,18,442998,Singapura
Vacuum Cleaner,West Region,10/10/2024,18,442998,Singapura
Vacuum Cleaner,West Region,10/10/2024,18,442998,Singapura
Vacuum Cleaner,West Region,10/10/2024,18,442998,Singapura
Vacuum Cleaner,West Region,10/10/2024,18,442998,Singapura
Curtains,Alor Setar,7/30/2023,2,35246,Malaysia
Curtains,Alor Setar,7/30/2023,2,35246,Malaysia
Curtains,Alor Setar,7/30/2023,2,35246,Malaysia
Stove,Surabaya,7/26/2024,11,676797,Indonesia
Chair,East Region,5/29/2023,5,45175,Singapura
Chair,East Region,5/29/2023,5,45175,Singapura
Chair,East Region,5/29/2023,5,45175,Singapura
Chair,East Region,5/29/2023,5,45175,Singapura
Chair,East Region,5/29/2023,5,45175,Singapura
Rice Cooker,Surabaya,1/3/2024,1,17020,Indonesia
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Coffee Maker,North-East Region,10/21/2023,5,461490,Singapura
Vacuum Cleaner,Melaka,2/3/2023,2,179950,Malaysia
Air Purifier,West Region,9/28/2024,4,208900,Singapura
Air Purifier,West Region,9/28/2024,4,208900,Singapura
Air Purifier,West Region,9/28/2024,4,208900,Singapura
Air Purifier,West Region,9/28/2024,4,208900,Singapura
Air Purifier,West Region,9/28/2024,4,208900,Singapura
Air Purifier,West Region,9/28/2024,4,208900,Singapura
Air Purifier,West Region,9/28/2024,4,208900,Singapura
Air Purifier,West Region,9/28/2024,4,208900,Singapura
Stove,North Region,4/15/2023,15,997080,Singapura
Stove,North Region,4/15/2023,15,997080,Singapura
Stove,North Region,4/15/2023,15,997080,Singapura
Stove,North Region,4/15/2023,15,997080,Singapura
Stove,North Region,4/15/2023,15,997080,Singapura
Water Dispenser,Johor Bahru,3/2/2023,11,390621,Malaysia
Water Dispenser,Johor Bahru,3/2/2023,11,390621,Malaysia
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Coffee Maker,North-East Region,5/27/2023,4,261280,Singapura
Grill,Balikpapan,10/3/2024,15,1339785,Indonesia
Grill,Balikpapan,10/3/2024,15,1339785,Indonesia
Grill,Balikpapan,10/3/2024,15,1339785,Indonesia
Grill,Balikpapan,10/3/2024,15,1339785,Indonesia
Water Dispenser,Alor Setar,9/10/2023,19,1472785,Malaysia
Water Dispenser,Alor Setar,9/10/2023,19,1472785,Malaysia
Water Dispenser,Alor Setar,9/10/2023,19,1472785,Malaysia
Heater,Medan,1/1/2024,3,263913,Indonesia
Heater,Medan,1/1/2024,3,263913,Indonesia
Heater,Medan,1/1/2024,3,263913,Indonesia
Heater,Medan,1/1/2024,3,263913,Indonesia
Heater,Medan,1/1/2024,3,263913,Indonesia
Toaster,George Town,1/1/2024,16,409616,Malaysia
Toaster,George Town,1/1/2024,16,409616,Malaysia
Toaster,George Town,1/1/2024,16,409616,Malaysia
Toaster,George Town,1/1/2024,16,409616,Malaysia
Blender,Central Region,3/21/2024,5,90165,Singapura
Blender,Central Region,3/21/2024,5,90165,Singapura
Blender,Central Region,3/21/2024,5,90165,Singapura
Blender,Central Region,3/21/2024,5,90165,Singapura
Blender,Central Region,3/21/2024,5,90165,Singapura
Blender,Central Region,3/21/2024,5,90165,Singapura
Coffee Maker,Ipoh,6/19/2023,11,311630,Malaysia
Coffee Maker,Ipoh,6/19/2023,11,311630,Malaysia
Coffee Maker,Ipoh,6/19/2023,11,311630,Malaysia
Coffee Maker,Ipoh,6/19/2023,11,311630,Malaysia
Coffee Maker,Ipoh,6/19/2023,11,311630,Malaysia
Chair,Yogyakarta,5/9/2023,7,515809,Indonesia
Chair,Yogyakarta,5/9/2023,7,515809,Indonesia
Chair,Yogyakarta,5/9/2023,7,515809,Indonesia
Chair,Yogyakarta,5/9/2023,7,515809,Indonesia
Table,North Region,8/3/2023,15,378000,Singapura
Table,North Region,8/3/2023,15,378000,Singapura
Table,North Region,8/3/2023,15,378000,Singapura
Table,North Region,8/3/2023,15,378000,Singapura
Table,North Region,8/3/2023,15,378000,Singapura
Lamp,Kuantan,5/6/2023,1,68382,Malaysia
Lamp,Kuantan,5/6/2023,1,68382,Malaysia
